target_id	inchikey	dose	source_condition_index	n_conditions_tested	n_unique_doses_tested	spearman_rho	null_exceedances	n_perm	emp_p	null_mean	null_sd	p_tail_gumbel	allowlist_row	q_bh	q_by	q_tail_bh	q_tail_by	q	fdr_method	fdr_family_size	allowlist_sha256	smiles
DRD2	ZPEIMTDSQAKGNT-UHFFFAOYSA-N	9.18	3131	1	1	0.01476439	120	1000	0.12087912087912088	0.0002603690246505721	0.01288883271479212	0.12417624075061995	4	0.5474525474525475	1.0	0.5252858200717601	1.0	0.5474525474525475	BH	8	d0ce81401be879c66d039a6c2deefb285340d3180e50913896c7423c885312ed	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
DRD2	ZUXABONWMNSFBN-UHFFFAOYSA-N	119	270	2	2	0.0020442524	671	1000	0.6713286713286714	0.0071888137057921995	0.01102845030071245	0.6398709543022362	3	0.98001998001998	1.0	0.9992112319390166	1.0	0.98001998001998	BH	8	d0ce81401be879c66d039a6c2deefb285340d3180e50913896c7423c885312ed	CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
DRD4	ZUXABONWMNSFBN-UHFFFAOYSA-N	119	270	2	2	-0.000862718	761	1000	0.7612387612387612	0.007156913051741867	0.011045308173436194	0.7594330352692544	1	0.98001998001998	1.0	0.9992112319390166	1.0	0.98001998001998	BH	8	d0ce81401be879c66d039a6c2deefb285340d3180e50913896c7423c885312ed	CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
HRH1	ZPEIMTDSQAKGNT-UHFFFAOYSA-N	9.18	3131	1	1	0.014199575	136	1000	0.13686313686313686	0.00028262456783158995	0.01290309170558957	0.13132145501794001	5	0.5474525474525475	1.0	0.5252858200717601	1.0	0.5474525474525475	BH	8	d0ce81401be879c66d039a6c2deefb285340d3180e50913896c7423c885312ed	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
HRH1	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	12.5	307	1	1	-0.015171759	868	1000	0.8681318681318682	9.31577070205094e-05	0.013674695635634934	0.9046455549766281	7	0.98001998001998	1.0	0.9992112319390166	1.0	0.98001998001998	BH	8	d0ce81401be879c66d039a6c2deefb285340d3180e50913896c7423c885312ed	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl
HRH1	PCHPORCSPXIHLZ-UHFFFAOYSA-N	100	1932	1	1	-0.026441896	980	1000	0.98001998001998	0.0004383914377577298	0.013553565816759412	0.9992112319390166	8	0.98001998001998	1.0	0.9992112319390166	1.0	0.98001998001998	BH	8	d0ce81401be879c66d039a6c2deefb285340d3180e50913896c7423c885312ed	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl
HTR2A	JJCFRYNCJDLXIK-UHFFFAOYSA-N	69.59	3185	1	1	0.0043207477	377	1000	0.3776223776223776	-5.356324262356793e-05	0.013403469669074873	0.3088743207584127	6	0.98001998001998	1.0	0.8236648553557672	1.0	0.98001998001998	BH	8	d0ce81401be879c66d039a6c2deefb285340d3180e50913896c7423c885312ed	CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
HTR2A	ZUXABONWMNSFBN-UHFFFAOYSA-N	119	270	2	2	-0.0011189607	768	1000	0.7682317682317682	0.007189565299901915	0.011068728626655863	0.7701566527141391	2	0.98001998001998	1.0	0.9992112319390166	1.0	0.98001998001998	BH	8	d0ce81401be879c66d039a6c2deefb285340d3180e50913896c7423c885312ed	CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
