target_id	inchikey	dose	source_condition_index	n_conditions_tested	n_unique_doses_tested	spearman_rho	null_exceedances	n_perm	emp_p	null_mean	null_sd	p_tail_gumbel	allowlist_row	q_bh	q_by	q_tail_bh	q_tail_by	q	fdr_method	fdr_family_size	allowlist_sha256	smiles
ADRA2B	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.051366474	5	100000	5.999940000599994e-05	-2.535791079250984e-06	0.013276925571526104	0.003920950511790977	21	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
AVPR2	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.05069076	8	100000	8.99991000089999e-05	-2.59322811748234e-06	0.01327403814372775	0.004180401251224319	27	0.00010588129412823518	0.0004530176739459356	0.004180401251224319	0.017886026673386728	0.00010588129412823518	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
C5AR2	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.05167134	5	100000	5.999940000599994e-05	-1.0613106647798035e-05	0.013273586445202726	0.003799648949863843	14	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
CHRM1	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.052900117	4	100000	4.999950000499995e-05	-3.948249708167921e-06	0.013271779802963861	0.0033748145399782326	2	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
CHRM5	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.051924374	5	100000	5.999940000599994e-05	-5.507487588217543e-06	0.013267437155959886	0.003701272254097554	5	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
CHRNA4	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.05210579	5	100000	5.999940000599994e-05	2.2775854617549386e-07	0.013273973559987034	0.003648079675206306	7	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
DRD4	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.051165402	6	100000	6.999930000699993e-05	-1.8613449158966234e-08	0.013273882065016267	0.003994150316571243	32	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
DRD5	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.05192734	5	100000	5.999940000599994e-05	-6.437824542405117e-06	0.01327256263506443	0.0037070479295093772	9	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
FPR1	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.054225024	3	100000	3.999960000399996e-05	-7.582676547095417e-06	0.013271115268824655	0.002968020223587997	1	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
FPR2	SQFNCEKTEKNPCN-UHFFFAOYSA-N	12.2	1134	1	1	0.05173772	4	100000	4.999950000499995e-05	-9.095922073411464e-06	0.0132744434747475	0.0037771725086945818	12	0.00010322477420387088	0.0004416516391157509	0.004180401251224319	0.017886026673386728	0.00010322477420387088	BH	40	b6a23c0a2f6c7c8b9a29743b9e8412f7065e62ba567728745df5ffe600e2ec32	C1=CC(=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)F
