target_id	inchikey
FAM00363	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00371	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00412	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00436	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00541	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00585	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00610	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00628	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00631	CLQPEZWMMZFTBG-UHFFFAOYSA-N
FAM00634	CLQPEZWMMZFTBG-UHFFFAOYSA-N
