target_id	inchikey
TRPV1	YKPUWZUDDOIDPM-SOFGYWHQSA-N
DRD2	LNEPOXFFQSENCJ-UHFFFAOYSA-N
KCNH2	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
KCNQ1	IYIKLHRQXLHMJQ-UHFFFAOYSA-N
