target_id	inchikey	dose	source_condition_index	n_conditions_tested	n_unique_doses_tested	spearman_rho	null_exceedances	n_perm	emp_p	null_mean	null_sd	p_tail_gumbel	allowlist_row	q_bh	q_by	q_tail_bh	q_tail_by	q	fdr_method	fdr_family_size	allowlist_sha256	smiles
FAM00363	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04849664	1	10000	0.00019998000199980003	2.5868342162584667e-05	0.013379683611292392	0.005373797905956823	1	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00371	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04881376	1	10000	0.00019998000199980003	3.1443624562598414e-06	0.013399608624025975	0.0052382304798476165	2	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00412	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04959433	1	10000	0.00019998000199980003	2.209997369791381e-05	0.01339016066966543	0.0048546162889981925	3	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00436	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04898121	2	10000	0.00029997000299970003	1.535453252960224e-05	0.013382145575017256	0.0051297837482255915	4	0.00029997000299970003	0.0008786026159288832	0.005611271581323352	0.016435236326090338	0.00029997000299970003	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00541	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.049225226	1	10000	0.00019998000199980003	-9.67202821502724e-06	0.01339792751344918	0.005027324725518256	5	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00585	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.0480222	1	10000	0.00019998000199980003	-6.171966172360043e-07	0.01335374051716855	0.0055591141860408255	6	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00610	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.049380574	1	10000	0.00019998000199980003	1.0876930373366634e-05	0.013381816719473047	0.004934940095423612	7	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00628	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.048382442	1	10000	0.00019998000199980003	1.3402557906124458e-05	0.013389428444780927	0.005444607944211088	8	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00631	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.048096366	1	10000	0.00019998000199980003	2.1348987856066516e-05	0.01339545393033372	0.005611271581323352	9	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00634	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.050243404	1	10000	0.00019998000199980003	8.535253891713523e-06	0.013369558289930463	0.00452316682230125	10	0.00022220000222200002	0.0006508167525399135	0.005611271581323352	0.016435236326090338	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
