target_id	inchikey	dose	source_condition_index	n_conditions_tested	n_unique_doses_tested	spearman_rho	null_exceedances	n_perm	emp_p	null_mean	null_sd	p_tail_gumbel	allowlist_row	q_bh	q_by	q_tail_bh	q_tail_by	q	fdr_method	fdr_family_size	allowlist_sha256	smiles
ADGRV1	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04921384	15	100000	0.00015999840001599985	3.334041845941698e-05	0.013271918003964467	0.004833126738839955	24	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
GPR146	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.049404923	11	100000	0.00011999880001199988	2.6478200212171714e-05	0.013274859536522278	0.004746776609148129	13	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
GPR152	UQOWKTPSEYWQSM-UHFFFAOYSA-N	18.6	2093	1	1	0.05072786	3	100000	3.999960000399996e-05	-1.3667590740082573e-05	0.013290890862262964	0.0041869220193602175	31	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	C1C(SC2=CC=CC=C2N=C1C3=CC4=CC=CC=C4OC3=O)C5=CC=C(C=C5)[N+](=O)[O-]
GPR176	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04923762	13	100000	0.00013999860001399987	2.5384257074406806e-05	0.01327017417621857	0.0048153602808267415	37	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
GPR82	DUCXQFAHDINGEV-UHFFFAOYSA-N	211	1093	1	1	0.05112565	9	100000	9.99990000099999e-05	2.3109655485373698e-05	0.0132544914983728	0.003989577616557272	5	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC=CC=N3
HTR2A	IQYSTSHQRRVQGE-UHFFFAOYSA-N	51.82	1992	1	1	0.049740568	5	100000	5.999940000599994e-05	-1.627104536363767e-05	0.013338770601097583	0.004683157415963146	32	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	CC1=CC2=C(C=C1)OC(=CC2=O)C(Cl)(Cl)Cl
ITPR2	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.048731796	16	100000	0.00016999830001699983	2.135982387050632e-05	0.013282828675520887	0.005076708874398483	35	0.00016999830001699983	0.0007273450431687522	0.005174761273808337	0.022140438826210192	0.00016999830001699983	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
ITPR3	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.049148463	15	100000	0.00015999840001599985	2.5074376754706576e-05	0.013284421176149471	0.004881518921921679	14	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
KCNH8	IQYSTSHQRRVQGE-UHFFFAOYSA-N	51.82	1992	1	1	0.049802195	5	100000	5.999940000599994e-05	-1.6927705084501953e-05	0.013334801598561598	0.004648643018188681	34	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	CC1=CC2=C(C=C1)OC(=CC2=O)C(Cl)(Cl)Cl
OR10A7	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.048712112	13	100000	0.00013999860001399987	2.2755228443734552e-05	0.013279467730427553	0.005080992313819421	23	0.0001684193684378946	0.0007205895164520146	0.005174761273808337	0.022140438826210192	0.0001684193684378946	BH	40	a487e70b18ba457be014ebdb7512677dd0b6e6a9627c4f1e4dfebf7eca705635	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
