target_id	inchikey	dose	source_condition_index	n_conditions_tested	n_unique_doses_tested	spearman_rho	null_exceedances	n_perm	emp_p	null_mean	null_sd	p_tail_gumbel	allowlist_row	q_bh	q_by	q_tail_bh	q_tail_by	q	fdr_method	fdr_family_size	allowlist_sha256	smiles
FAM00363	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04849664	1	10000	0.00019998000199980003	2.58682220489618e-05	0.013379683571416074	0.005373797770035771	1	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00371	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.048813753	1	10000	0.00019998000199980003	3.1442219223663413e-06	0.013399608601454959	0.005238234094226746	2	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00412	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04959433	1	10000	0.00019998000199980003	2.209979816067289e-05	0.013390160653256565	0.004854616179395199	3	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00436	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04898122	2	10000	0.00029997000299970003	1.53543778393896e-05	0.013382145525902245	0.005129778103851956	4	0.00029997000299970003	0.0008786026159288832	0.005611282218159763	0.01643526748104651	0.00029997000299970003	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00541	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.049225237	1	10000	0.00019998000199980003	-9.672182925737615e-06	0.01339792749563177	0.005027319254942153	5	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00585	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.0480222	1	10000	0.00019998000199980003	-6.173726922270361e-07	0.013353740601687186	0.00555911425412392	6	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00610	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04938058	1	10000	0.00019998000199980003	1.0876813518167694e-05	0.013381816711863479	0.004934936511793997	7	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00628	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.04838243	1	10000	0.00019998000199980003	1.340240649125235e-05	0.013389428458426101	0.00544461370374949	8	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00631	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.048096348	1	10000	0.00019998000199980003	2.135000627454815e-05	0.013395453988712327	0.005611282218159763	9	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
FAM00634	CLQPEZWMMZFTBG-UHFFFAOYSA-N	4.09	737	1	1	0.050243393	1	10000	0.00019998000199980003	8.536244439343931e-06	0.013369558309491974	0.004523172121299823	10	0.00022220000222200002	0.0006508167525399135	0.005611282218159763	0.01643526748104651	0.00022220000222200002	BH	10	f8bc124ff2db994cc4dd0e0fffe15beadc248cceac85948beb905a8fdbb8c772	CC12C=CC(O1)(C3C2C(=O)N(C3=O)C4=CC=CC(=C4)C(F)(F)F)C
