target_id	inchikey
DRD4	ZUXABONWMNSFBN-UHFFFAOYSA-N
HTR2A	ZUXABONWMNSFBN-UHFFFAOYSA-N
DRD2	ZUXABONWMNSFBN-UHFFFAOYSA-N
DRD2	ZPEIMTDSQAKGNT-UHFFFAOYSA-N
HRH1	ZPEIMTDSQAKGNT-UHFFFAOYSA-N
HTR2A	JJCFRYNCJDLXIK-UHFFFAOYSA-N
HRH1	XXPDBLUZJRXNNZ-UHFFFAOYSA-N
HRH1	PCHPORCSPXIHLZ-UHFFFAOYSA-N
